,node_loc,technology,year_vtg,value,unit
249,Saskatchewan,gas_ct,2015,1.0585,GW
250,Saskatchewan,gas_exp,2015,1.8027691876852021,GW
251,Saskatchewan,gas_ppl,2015,1.70996,GW
252,Saskatchewan,gas_t_d,2015,1.6095658700296482,GW
253,Saskatchewan,heat_t_d,2015,0.00538693557660934,GW
254,Saskatchewan,hydro_lc,2015,0.88906,GW
255,Saskatchewan,loil_ppl,2015,0.0051944338345,GW
256,Saskatchewan,loil_t_d,2015,0.0804932306388248,GW
257,Saskatchewan,nuc_lc,2015,0.0,GW
258,Saskatchewan,solar_pv_ppl,2015,0.004,GW
259,Saskatchewan,wind_ppl,2015,0.22118,GW
260,Yukon,bio_ppl,2015,0.0,GW
261,Yukon,biomass_t_d,2015,0.0,GW
262,Yukon,coal_ppl,2015,0.0,GW
263,Yukon,coal_t_d,2015,0.0,GW
264,Yukon,elec_exp,2015,0.0,GW
265,Yukon,elec_t_d,2015,0.024462396465775055,GW
266,Yukon,foil_ppl,2015,0.017042589837,GW
267,Yukon,foil_t_d,2015,0.013359233494811305,GW
268,Yukon,gas_cc,2015,0.0,GW
269,Yukon,gas_ct,2015,0.0,GW
270,Yukon,gas_exp,2015,0.004638812852823979,GW
271,Yukon,gas_ppl,2015,0.0044,GW
272,Yukon,gas_t_d,2015,0.004141669880073483,GW
273,Yukon,heat_t_d,2015,0.0005725883652279741,GW
274,Yukon,hydro_lc,2015,0.0945,GW
275,Yukon,loil_ppl,2015,0.007527410163,GW
276,Yukon,loil_t_d,2015,0.1166451593509835,GW
277,Yukon,nuc_lc,2015,0.0,GW
278,Yukon,solar_pv_ppl,2015,4.4e-05,GW
279,Yukon,wind_ppl,2015,0.00081,GW
